Auction_key,Auction_class,Bid_class,Claim_price,Appraisal_company,Appraisal_date,Auction_count,Auction_miscarriage_count,Total_land_gross_area,Total_land_real_area,Total_land_auction_area,Total_building_area,Total_building_auction_area,Total_appraisal_price,Minimum_sales_price,First_auction_date,Final_auction_date,Final_result,Creditor,addr_do,addr_si,addr_dong,addr_li,addr_san,addr_bunji1,addr_bunji2,addr_etc,Apartment_usage,Preserve_regist_date,Total_floor,Current_floor,Specific,Share_auction_YorN,road_name,road_bunji1,road_bunji2,Close_date,Close_result,point.y,point.x,Hammer_price
1216,임의,일반,4.049194,다원감정,2017-02-11 00:00:00,1,0,35955.0,53.23,53.23,84.47,84.47,4.75,4.75,2017-09-12 00:00:00,2017-09-12 00:00:00,낙찰,신길6동(새),서울,영등포구,신길동,,N,4518.0,,",4533 신길2차우성 5동 2층 205호",Apartment,1986-12-06 00:00:00,15,2,,N,대방천로,180.0,,2017-11-30 00:00:00,배당,37.4982562,126.9125432,5.217975
1719,강제,일반,1.08783334,Capital감정,2017-08-01 00:00:00,2,1,4330.0,55.16,55.16,213.67,213.67,9.83,7.864,2017-12-18 00:00:00,2018-03-05 00:00:00,낙찰,Private,서울,동대문구,이문동,,N,292.0,10.0,이문동웰츠타워 102동 14층 1401호,Apartment & Stores,2008-09-02 00:00:00,15,14,,N,이문로,136.0,,2018-05-16 00:00:00,배당,37.5984926,127.06188,8.5521
258,임의,일반,2.6642428,온누리감정,2016-11-02 00:00:00,2,1,9396.9,33.54,33.54,84.89,84.89,4.3,3.44,2017-02-16 00:00:00,2017-03-23 00:00:00,낙찰,한국주택금융공사,서울,동작구,상도동,,N,411.0,,",-1,-3 대림 102동 6층 608호",Apartment,1995-12-30 00:00:00,15,6,,N,상도로60길,20.0,,2017-05-18 00:00:00,배당,37.493109600000004,126.95354820000001,4.20001
948,임의,일반,0.4740263,대건감정,2015-07-06 00:00:00,1,0,50581.3,26.68,26.68,39.6,39.6,2.26,2.26,2016-09-28 00:00:00,2016-09-28 00:00:00,낙찰,Private,서울,강서구,가양동,,N,1485.0,,가양6단지 615동 6층 610호,Apartment,1993-01-15 00:00:00,15,6,,N,허준로,175.0,,2016-12-21 00:00:00,배당,37.5632084,126.85920039999999,3.0222
168,임의,일반,0.5,더존감정,2016-02-05 00:00:00,2,1,4718.0,21.28,21.28,59.97,59.97,3.24,2.592,2016-05-26 00:00:00,2016-06-30 00:00:00,낙찰,Private,서울,종로구,평창동,,N,596.0,,",-1 삼성 101동 11층 1104호",Apartment & Stores,1998-06-15 00:00:00,15,11,,N,평창문화로,172.0,,2016-09-20 00:00:00,배당,37.610886900000004,126.9786937,2.929
1028,임의,일반,2.2,국보감정,2016-01-27 00:00:00,2,1,104046.9,70.7,70.7,66.24,66.24,5.25,4.2,2016-05-17 00:00:00,2016-06-21 00:00:00,낙찰,Private,서울,양천구,신정동,,N,325.0,,",-1 목동신시가지 1111동 4층 405호",Apartment,1988-11-05 00:00:00,15,4,,N,목동동로,10.0,,2016-08-18 00:00:00,배당,37.5102203,126.8584713,5.45999999
1614,강제,일반,0.10800119999999999,강산감정,2016-08-29 00:00:00,2,1,8285.1,28.61,14.31,84.98,42.49,1.6,1.28,2016-12-26 00:00:00,2017-02-13 00:00:00,낙찰,근로복지공단,서울,도봉구,방학동,,N,496.0,,벽산 102동 13층 1302호,Apartment,1998-07-28 00:00:00,16,13,,Y,시루봉로5길,48.0,,2017-04-26 00:00:00,배당,37.65878,127.02543179999999,1.428892
1217,임의,일반,0.27082945,TNB감정,2017-03-08 00:00:00,2,1,17772.6,35.29,35.29,84.34,84.34,4.29,3.432,2017-11-07 00:00:00,2017-12-12 00:00:00,낙찰,Private,서울,강서구,염창동,,N,288.0,,현대 104동 6층 607호,Apartment,1994-05-31 00:00:00,14,6,,N,양천로75길,57.0,,2018-02-27 00:00:00,배당,37.552806200000006,126.87516229999999,4.3186
823,임의,개별,0.3,삼정감정,2016-08-11 00:00:00,2,1,1755.0,19.78,19.78,67.9,67.9,3.86,3.088,2017-10-24 00:00:00,2017-11-28 00:00:00,낙찰,Private,서울,마포구,아현동,,N,371.0,1.0,",362-27 예미원 3층 302호",Apartment & Stores,1971-03-31 00:00:00,7,3,,N,마포대로,236.0,,2018-03-12 00:00:00,배당,37.55473410000001,126.95794380000001,3.201
954,임의,일반,1.2,정금감정,2015-08-14 00:00:00,2,1,5236.2,18.36,18.36,43.79,43.79,2.1,1.68,2016-02-16 00:00:00,2016-04-26 00:00:00,낙찰,서서울농협,서울,구로구,구로동,,N,120.0,,대림2차우성 102동 4층 407호,Apartment,1988-03-23 00:00:00,15,4,,N,도림천로,344.0,,2016-07-01 00:00:00,배당,37.4940719,126.89375890000001,2.0811
1159,임의,일반,0.55194593,해랑감정,2017-01-11 00:00:00,2,1,201.0,19.79,19.79,57.81,57.81,1.7,1.36,2017-11-01 00:00:00,2017-12-06 00:00:00,낙찰,우리은행,서울,구로구,구로동,,N,744.0,16.0,",-17 계영주택 3층 302호",Apartment,1997-12-10 00:00:00,5,3,,N,구로동로20길,46.0,6.0,2018-03-14 00:00:00,배당,37.4879719,126.8867591,1.57
1138,임의,일반,5.15014013,구정감정,2016-11-19 00:00:00,2,1,97794.0,40.75,40.75,79.78,79.78,4.96,3.968,2017-03-08 00:00:00,2017-04-12 00:00:00,낙찰,신한생명보험,서울,영등포구,영등포동,,N,647.0,,",-1 영등포푸르지오 112동 2층 202호",Apartment,2002-08-29 00:00:00,17,2,,N,도신로29길,28.0,,2017-06-29 00:00:00,배당,37.511838299999994,126.9023756,4.88999
1415,임의,일반,0.78487671,문민감정,2016-01-22 00:00:00,1,0,52851.1,33.9,33.9,49.94,49.94,1.96,1.96,2016-07-25 00:00:00,2016-07-25 00:00:00,낙찰,Private,서울,도봉구,창동,,N,38.0,,주공 1704동 1층 111호,Apartment,1989-08-23 00:00:00,15,1,,N,덕릉로66길,17.0,,2016-10-06 00:00:00,배당,37.6441576,127.05333130000001,2.1722
1068,임의,일반,8.72504514,한터감정,2016-06-01 00:00:00,2,1,9917.0,25.82,25.82,187.24,187.24,12.0,9.6,2016-09-27 00:00:00,2016-11-01 00:00:00,낙찰,국민은행,서울,영등포구,여의도동,,N,43.0,4.0,",-5 롯데캐슬아이비 7층 101-708호",Apartment,1111-11-11 00:00:00,35,7,,N,국제금융로,86.0,,2016-12-20 00:00:00,배당,37.520238799999994,126.93175120000001,10.2307
1324,임의,일반,3.0,태영감정,2015-08-07 00:00:00,2,1,18708.4,51.32,51.32,114.89,114.89,4.6,3.68,2016-03-28 00:00:00,2016-04-25 00:00:00,낙찰,쥴릭파마코리아,서울,동대문구,전농동,,N,155.0,,삼성 103동 12층 1201호,Apartment,2000-10-28 00:00:00,22,12,,N,전농로,192.0,,2016-07-20 00:00:00,배당,37.582232899999994,127.0555159,4.31670001
554,임의,일반,2.5497269,뉴서울감정,2016-09-20 00:00:00,2,1,122682.0,64.51,64.51,135.82,135.82,16.8,13.44,2017-03-13 00:00:00,2017-05-22 00:00:00,낙찰,신길중앙(새),서울,송파구,잠실동,,N,44.0,,레이크팰리스 131동 13층 1301호,Apartment,2007-02-26 00:00:00,30,13,,N,잠실로,88.0,,2017-08-09 00:00:00,배당,37.5092711,127.09429420000001,14.85999999
278,강제,일반,5.0,VUM감정,2017-01-19 00:00:00,1,0,138750.3,39.09,19.55,85.0,42.5,6.6,6.6,2017-07-05 00:00:00,2018-01-03 00:00:00,낙찰,이토플러스,서울,강남구,도곡동,,N,527.0,,",-2,528,529,530 도곡렉슬 212동 6층 601호",Apartment,2006-03-28 00:00:00,22,6,,Y,선릉로,221.0,,2018-03-27 00:00:00,배당,37.493643799999994,127.0506878,7.3888
67,임의,일반,7.16420766,미강감정,2015-07-21 00:00:00,3,2,786.4,72.34,72.34,197.14,197.14,12.0,7.68,2016-01-27 00:00:00,2016-08-24 00:00:00,낙찰,서천신협,서울,강남구,대치동,,N,1015.0,6.0,대치하나빌 1층 101호,Apartment,2003-10-29 00:00:00,7,1,,N,삼성로57길,37.0,5.0,2016-11-01 00:00:00,배당,37.4970506,127.05850590000001,10.08
277,임의,일반,2.47058784,해솔감정,2017-01-09 00:00:00,1,0,43685.4,34.01,34.01,66.23,66.23,6.0,6.0,2017-06-01 00:00:00,2017-06-01 00:00:00,낙찰,대구은행,서울,동작구,흑석동,,N,28.0,,",-1,동작동 216-5 한강현대 101동 3층 302호",Apartment,1988-12-21 00:00:00,15,3,,N,현충로,151.0,,2017-08-23 00:00:00,배당,37.50697020000001,126.96957549999999,6.35999999
825,임의,일반,4.512,생림감정,2016-08-12 00:00:00,2,1,3057.9,20.94,20.94,63.93,63.93,4.0,3.2,2016-11-29 00:00:00,2017-01-03 00:00:00,낙찰,현대라이프생명보험,서울,용산구,이촌동,,N,193.0,3.0,강변 가동 4층 602호,Apartment,1971-03-02 00:00:00,6,4,,N,이촌로,104.0,,2017-03-15 00:00:00,배당,37.5235119,126.9592527,4.0301
157,임의,일반,13.5,온누리감정,2016-01-14 00:00:00,1,0,25656.0,54.15,54.15,96.32,96.32,11.8,11.8,2016-07-12 00:00:00,2016-07-12 00:00:00,낙찰,제이캐피탈대부,서울,강남구,삼성동,,N,79.0,,홍실 4동 7층 705호,Apartment,1981-10-23 00:00:00,12,7,,N,영동대로128길,15.0,,2016-09-08 00:00:00,배당,37.51997479999999,127.0596511,12.5211
1572,임의,일반,1.0,서초감정,2017-01-12 00:00:00,2,1,9404.2,44.97,44.97,111.22,111.22,4.95,3.96,2017-05-08 00:00:00,2017-11-27 00:00:00,낙찰,Private,서울,도봉구,창동,,N,826.0,,북한산한신휴플러스 101동 4층 406호,Apartment,2007-09-21 00:00:00,23,4,,N,도봉로136가길,73.0,,2018-02-27 00:00:00,배당,37.6556416,127.0427999,5.198
591,임의,일반,1.7641,남일감정,2016-01-28 00:00:00,2,1,5028.4,28.13,28.13,83.31,83.31,4.8,3.84,2016-08-22 00:00:00,2016-10-10 00:00:00,낙찰,중소기업은행,서울,광진구,자양동,,N,672.0,,한솔리베르아파트 101동 3층 303호,Apartment,2002-01-30 00:00:00,25,3,,N,뚝섬로56가길,28.0,,2016-12-16 00:00:00,배당,37.528169,127.08473970000001,4.66815
1174,임의,일반,2.0,가화감정,2016-05-03 00:00:00,7,5,66508.5,41.81,41.81,85.0,85.0,6.0,1.9660799999999998,2016-08-17 00:00:00,2017-04-26 00:00:00,낙찰,중소기업은행,서울,강서구,화곡동,,N,1145.0,,우장산롯데캐슬 105동 19층 1904호,Apartment,2003-11-04 00:00:00,20,19,,N,공항대로,382.0,,2017-07-13 00:00:00,배당,37.5552159,126.8480525,2.43
1536,임의,일반,2.81637944,이응감정,2016-10-11 00:00:00,1,0,180604.3,35.36,35.36,84.87,84.87,4.2,4.2,2018-01-15 00:00:00,2018-01-15 00:00:00,낙찰,서광주농협,서울,성북구,돈암동,,N,609.0,1.0,한진 211동 20층 2005호,Apartment,1999-07-27 00:00:00,20,20,,N,성북로4길,52.0,,2018-03-15 00:00:00,배당,37.5949161,127.01024050000001,4.4189
851,임의,일반,2.4159458,세움감정,2017-01-16 00:00:00,1,0,324.0,33.57,33.57,81.49,81.49,3.25,3.25,2018-03-13 00:00:00,2018-03-13 00:00:00,낙찰,현대라이프생명보험,서울,은평구,수색동,,N,356.0,3.0,상아 1층 102호,Apartment,2003-03-20 00:00:00,5,1,,N,수색로18길,27.0,5.0,2018-04-24 00:00:00,배당,37.585421999999994,126.8939355,3.5299998999999995
1238,임의,일반,0.64264135,우민감정,2017-06-13 00:00:00,3,2,333.6,9.46,9.46,26.74,26.74,1.3,0.8320000000000001,2017-12-12 00:00:00,2018-02-28 00:00:00,낙찰,강서농협,서울,강서구,화곡동,,N,936.0,13.0,",-18 하나캐슬 2층 205호",Apartment,2013-02-04 00:00:00,9,2,,N,월정로18길,6.0,5.0,2018-05-16 00:00:00,배당,37.528976899999996,126.83919409999999,1.02
64,임의,일반,1.3,지산감정,2015-07-22 00:00:00,2,1,14616.2,31.85,31.85,84.9,84.9,5.3,4.24,2016-04-26 00:00:00,2016-05-31 00:00:00,낙찰,국민은행,서울,종로구,창신동,,N,232.0,,두산 101동 17층 1707호,Apartment,1999-06-29 00:00:00,23,17,,N,지봉로5길,7.0,,2016-08-26 00:00:00,배당,37.5741933,127.01427659999999,4.919999
1107,강제,개별,1.5,정일감정,2016-09-07 00:00:00,1,0,1256.0,5.9,5.9,41.4,41.4,1.7,1.7,2016-11-22 00:00:00,2016-11-22 00:00:00,낙찰,Private,서울,구로구,구로동,,N,104.0,9.0,성호 6층 604호,Apartment & Stores,2002-06-26 00:00:00,17,6,,N,가마산로,283.0,,2017-02-07 00:00:00,배당,37.4969201,126.8913679,1.71527
458,임의,일반,8.63415262,두요감정,2015-11-19 00:00:00,1,0,84214.0,61.0,61.0,118.41,118.41,9.06,9.06,2016-07-18 00:00:00,2016-07-18 00:00:00,낙찰,에스비아이저축은행,서울,송파구,신천동,,N,11.0,,장미 25동 9층 903호,Apartment,1979-09-29 00:00:00,14,9,,N,올림픽로35길,104.0,,2016-10-14 00:00:00,배당,37.5198841,127.10257469999999,9.6
1413,임의,일반,1.31971453,석원감정,2016-02-10 00:00:00,2,1,19889.0,27.3,27.3,84.9,84.9,3.6,2.88,2016-08-08 00:00:00,2016-09-19 00:00:00,낙찰,우리은행,서울,노원구,상계동,,N,1285.0,,동아불암 103동 4층 402호,Apartment,2001-10-15 00:00:00,22,4,,N,덕릉로,780.0,,2016-11-25 00:00:00,배당,37.6669434,127.07962890000002,3.4815
559,강제,일반,3.81222603,시현감정,2016-10-10 00:00:00,2,1,89024.1,116.06,116.06,75.46,75.46,7.7,7.7,2017-04-17 00:00:00,2017-06-26 00:00:00,낙찰,Private,서울,강동구,상일동,,N,187.0,,고덕주공 715동 3층 306호,Apartment,1984-02-25 00:00:00,5,3,"고덕7단지아파트 주택재건축정비사업 조합의 2017.5.25자 사실조회 회신에 의하면 조합원 채무자 최성남은 당 조합에 85㎡ A형(33평형)을 분양신청한 수분양자로 동호수 추첨 결과 신축 아파트 712동 1003호(분양면적 111.269㎡)를 배정받았으며 150,249,624원의 환급금이 발생할 예정으로 납부할 분양대금은 존재치 않으나 향후 일반분양결과 및 사업비 증감등에 따라 청산시 환급급금의 금액이 변동될 수 있음. 매수인은 조합원의 지위를 승계취득하며 현재 매수인이 부담해야 할 부분은 없으나 향후 일반분양의 분양률, 사업비의 증감등에 따라 추가 부담사항이 발생할 수 있음",N,상암로79길,62.0,,2017-09-13 00:00:00,배당,37.5487997,127.1681006,7.74
211,임의,일반,0.54016709,유진감정,2016-06-04 00:00:00,2,1,27123.3,72.64,72.64,163.68,163.68,12.0,9.6,2016-10-26 00:00:00,2016-12-07 00:00:00,낙찰,하나은행,서울,강남구,수서동,,N,712.0,,수서한아름 101동 7층 704호,Apartment,1993-12-07 00:00:00,15,7,,N,광평로51길,22.0,,2017-03-07 00:00:00,배당,37.489365,127.10355449999999,11.07
320,임의,일반,6.36073009,세아감정,2017-01-11 00:00:00,2,1,37497.5,63.53,63.53,108.34,108.34,9.63,7.704,2017-06-21 00:00:00,2017-07-19 00:00:00,낙찰,국민은행,서울,동작구,동작동,,N,333.0,,이수힐스테이트 102동 3층 302호,Apartment,2013-09-30 00:00:00,15,3,,N,동작대로39길,22.0,,2017-09-26 00:00:00,배당,37.4944031,126.9800856,9.115
912,임의,일반,4.16236006,정일감정,2013-09-10 00:00:00,1,0,21187.4,37.84,37.84,84.97,84.97,4.09,4.09,2016-07-13 00:00:00,2016-07-13 00:00:00,낙찰,모아저축은행,서울,양천구,신정동,,N,1276.0,,신트리 305동 2층 202호,Apartment,2000-11-17 00:00:00,18,2,,N,신정로,290.0,,2016-09-07 00:00:00,배당,37.51192,126.8529758,4.5
1773,임의,일반,3.5,라온감정,2017-10-13 00:00:00,2,1,94880.4,34.05,34.05,84.94,84.94,3.6,2.88,2018-02-12 00:00:00,2018-03-19 00:00:00,낙찰,중소기업은행,서울,도봉구,도봉동,,N,30.0,1.0,도봉한신 111동 13층 1306호,Apartment,1995-11-28 00:00:00,17,13,,N,마들로,859.0,19.0,2018-05-09 00:00:00,배당,37.6855748,127.04826740000001,3.5699
712,강제,개별,1.0,자연감정,2015-08-28 00:00:00,1,0,1755.0,20.71,20.71,71.1,71.1,4.32,4.32,2016-04-26 00:00:00,2016-04-26 00:00:00,낙찰,Private,서울,마포구,아현동,,N,371.0,1.0,",362-27 예미원 6층 605호",Apartment & Stores,1971-03-31 00:00:00,7,6,,N,마포대로,236.0,,2016-09-08 00:00:00,배당,37.55473410000001,126.95794380000001,4.32
1343,임의,일반,0.42557318,두환감정,2015-10-19 00:00:00,2,1,898.9,28.98,28.98,77.67,77.67,2.68,2.144,2016-03-28 00:00:00,2016-04-25 00:00:00,낙찰,한국주택금융공사,서울,도봉구,쌍문동,,N,567.0,,성원하이츠 C동 5층 503호,Apartment & Stores,2007-01-05 00:00:00,8,5,,N,도봉로133길,8.0,9.0,2016-07-20 00:00:00,배당,37.657952,127.0391443,2.4717
1149,임의,개별,0.87395281,진주감정,2016-12-30 00:00:00,1,0,573.1,6.41,6.41,11.3,11.3,0.77,0.77,2017-07-04 00:00:00,2017-07-04 00:00:00,낙찰,Private,서울,강서구,화곡동,,Y,172.0,4.0,",382-4 유디코파크리움 102동 6층 604호",Apartment,2012-02-10 00:00:00,8,6,,N,강서로19길,21.0,,2017-10-27 00:00:00,배당,37.5342077,126.8448781,0.7709
964,임의,일반,1.79187097,정일감정,2015-10-12 00:00:00,2,1,671.0,61.04,61.04,99.89,99.89,3.4,2.72,2016-03-23 00:00:00,2016-04-27 00:00:00,낙찰,하나은행,서울,강서구,화곡동,,N,1133.0,7.0,진성 101동 6층 602호,Apartment,2005-08-04 00:00:00,7,6,,N,까치산로,166.0,10.0,2016-07-14 00:00:00,배당,37.551759600000004,126.85334950000001,3.287
1271,임의,일반,0.41703770000000007,삼호감정,2017-06-17 00:00:00,1,0,4489.8,25.24,25.24,59.65,59.65,2.84,2.84,2018-01-17 00:00:00,2018-01-17 00:00:00,낙찰,비엔케이캐피탈,서울,양천구,신월동,,N,1017.0,,대방샤인힐 103동 8층 803호,Apartment,2003-11-04 00:00:00,15,8,,N,신월로9길,37.0,,2018-03-30 00:00:00,배당,37.5204721,126.8384997,2.8511
1051,임의,개별,1.0,자연감정,2016-04-22 00:00:00,1,0,573.1,7.25,7.25,12.77,12.77,0.76,0.76,2016-08-16 00:00:00,2016-08-16 00:00:00,낙찰,Private,서울,강서구,화곡동,,Y,172.0,4.0,",382-4 유디코파크리움 102동 8층 804호",Apartment,2012-02-10 00:00:00,8,8,,N,강서로19길,21.0,,2016-11-09 00:00:00,배당,37.5342077,126.8448781,0.8
634,임의,일반,2.41782789,태평양감정,2017-04-28 00:00:00,2,1,1670.0,73.36,73.36,84.81,84.81,4.49,3.592,2018-01-29 00:00:00,2018-03-05 00:00:00,낙찰,경남은행,서울,광진구,군자동,,N,100.0,109.0,서원힐탑 7층 701호,Apartment,1994-08-16 00:00:00,8,7,,N,군자로,100.0,3.0,2018-04-25 00:00:00,배당,37.5521694,127.0718943,4.4401
523,임의,일반,1.7,인서감정,2016-05-16 00:00:00,2,1,77198.8,32.29,32.29,84.71,84.71,6.0,4.8,2017-02-20 00:00:00,2017-03-27 00:00:00,낙찰,Private,서울,성동구,행당동,,N,346.0,,행당한진타운 101동 17층 1701호,Apartment,2001-04-30 00:00:00,23,17,,N,행당로,82.0,,2017-06-07 00:00:00,배당,37.5560348,127.02922690000001,5.88999
1084,임의,일반,1.1,경문감정,2016-07-04 00:00:00,1,0,333.6,10.73,10.73,30.33,30.33,1.3,1.3,2016-12-27 00:00:00,2016-12-27 00:00:00,낙찰,Private,서울,강서구,화곡동,,N,936.0,13.0,",-18 하나캐슬 6층 605호",Apartment & Stores,2013-02-04 00:00:00,9,6,,N,월정로18길,6.0,5.0,2017-03-07 00:00:00,배당,37.528976899999996,126.83919409999999,1.335
961,임의,일반,5.50754312,온나라감정,2015-09-12 00:00:00,2,1,38598.4,54.14,54.14,140.54,140.54,6.2,4.96,2016-04-06 00:00:00,2016-05-11 00:00:00,낙찰,신한은행,서울,영등포구,대림동,,N,608.0,1.0,현대3차 307동 28층 2806호,Apartment,1998-10-12 00:00:00,29,28,,N,도신로,31.0,,2016-08-09 00:00:00,배당,37.5055719,126.89560300000001,5.31
849,임의,일반,2.05767094,우민감정,2016-12-26 00:00:00,2,1,26704.1,26.39,26.39,142.03,142.03,16.0,12.8,2017-07-04 00:00:00,2017-08-22 00:00:00,낙찰,신한은행,서울,마포구,서교동,,N,490.0,,메세나폴리스 103동 22층 2206호,Apartment,2012-08-02 00:00:00,39,22,,N,양화로,45.0,,2017-10-27 00:00:00,배당,37.55088129999999,126.91377659999998,14.25
1544,임의,일반,5.28683831,한울감정,2016-11-05 00:00:00,3,2,35312.1,70.31,70.31,134.98,134.98,6.7,4.288,2017-08-21 00:00:00,2017-11-13 00:00:00,낙찰,하나은행,서울,도봉구,방학동,,N,720.0,18.0,삼성래미안 106동 2층 201호,Apartment,2002-11-19 00:00:00,22,2,,N,마들로,646.0,,2018-01-19 00:00:00,배당,37.6670111,127.04755300000001,5.688
432,임의,일반,6.85,원감정,2015-08-12 00:00:00,2,1,39215.3,87.7,87.7,137.45,137.45,8.8,7.04,2016-04-18 00:00:00,2016-05-23 00:00:00,낙찰,국민은행,서울,광진구,자양동,,N,695.0,,",-1 한양 2동 11층 1106호",Apartment,1983-06-10 00:00:00,12,11,,N,구의강변로,11.0,,2016-07-29 00:00:00,배당,37.5314184,127.09103429999999,7.70079999
1260,강제,개별,1.5367367,인헌감정,2017-04-14 00:00:00,3,2,352.0,18.12,18.12,53.04,53.04,1.5,0.96,2017-09-27 00:00:00,2017-12-13 00:00:00,낙찰,서울구로구,서울,구로구,구로동,,N,771.0,2.0,",-3,-4,-13,-59 A동 1층 101호",Apartment,1996-12-31 00:00:00,5,1,,N,구로동로20길,68.0,2.0,2018-02-28 00:00:00,배당,37.4877,126.8880084,0.995
974,임의,일반,0.8,경서감정,2015-10-30 00:00:00,1,0,50581.3,33.35,33.35,49.5,49.5,3.06,3.06,2016-05-25 00:00:00,2016-05-25 00:00:00,낙찰,LS엠트론,서울,강서구,가양동,,N,1485.0,,가양6단지 606동 14층 1401호,Apartment,1993-01-15 00:00:00,15,14,,N,허준로,175.0,,2016-07-22 00:00:00,배당,37.5632084,126.85920039999999,3.112
1760,임의,일반,2.35657384,성현감정,2017-06-13 00:00:00,1,0,3021.3,20.51,20.51,59.4,59.4,2.61,2.61,2017-11-06 00:00:00,2017-11-06 00:00:00,낙찰,현대캐피탈,서울,중랑구,면목동,,N,1514.0,,",-1 풍림 8층 801호",Apartment,1997-03-07 00:00:00,20,8,,N,망우로26길,43.0,,2018-01-24 00:00:00,배당,37.5909863,127.0723527,2.61900001
892,강제,일반,4.110498000000001,명문감정,2017-08-24 00:00:00,1,0,1180.8,4.65,4.65,31.82,31.82,2.61,2.61,2018-01-30 00:00:00,2018-01-30 00:00:00,낙찰,광주은행,서울,마포구,노고산동,,N,107.0,36.0,",-85,-95 현대벤처빌 18층 1809호",Apartment,2003-01-09 00:00:00,20,18,,N,백범로,10.0,,2018-03-21 00:00:00,배당,37.5536878,126.93671940000002,2.66523
525,임의,일반,8.06,이응감정,2016-06-01 00:00:00,1,0,122682.0,55.19,55.19,116.19,116.19,12.6,12.6,2016-11-14 00:00:00,2017-09-04 00:00:00,낙찰,Private,서울,송파구,잠실동,,N,44.0,,레이크팰리스 122동 15층 1502호,Apartment,2007-02-26 00:00:00,23,15,,N,잠실로,88.0,,2017-11-15 00:00:00,배당,37.5092711,127.09429420000001,13.755
1143,임의,일반,2.58750704,삼일감정,2016-11-25 00:00:00,2,1,3383.0,43.33,43.33,84.98,84.98,3.7,2.96,2017-12-26 00:00:00,2018-02-06 00:00:00,낙찰,우리은행,서울,금천구,시흥동,,N,791.0,40.0,",-39,-42 에스엠엘루이 2층 206호",Apartment,2012-12-13 00:00:00,15,2,,N,시흥대로37길,20.0,,2018-04-17 00:00:00,배당,37.4460806,126.9023827,3.8897
1333,임의,일반,1.26033278,삼일감정,2015-09-11 00:00:00,1,0,67877.5,31.7,31.7,60.0,60.0,2.7,2.7,2016-04-04 00:00:00,2016-04-04 00:00:00,낙찰,Private,서울,강북구,미아동,,N,1354.0,,",-2,-11 벽산라이브파크 103동 21층 2101호",Apartment,2004-12-24 00:00:00,25,21,,N,솔샘로,159.0,,2016-07-01 00:00:00,배당,37.61994179999999,127.01097639999999,2.87
707,강제,개별,1.0,자연감정,2015-08-28 00:00:00,1,0,1755.0,19.3,19.3,66.24,66.24,4.02,4.02,2016-04-26 00:00:00,2016-04-26 00:00:00,낙찰,Private,서울,마포구,아현동,,N,371.0,1.0,",362-27 예미원 5층 512호",Apartment & Stores,1971-03-31 00:00:00,7,5,,N,마포대로,236.0,,2016-09-08 00:00:00,배당,37.55473410000001,126.95794380000001,4.02
1742,강제,일반,2.0,지평감정,2017-01-20 00:00:00,2,1,73883.9,23.9,23.9,59.61,59.61,4.19,3.352,2017-05-22 00:00:00,2017-07-03 00:00:00,낙찰,조은저축은행,서울,동대문구,장안동,,N,336.0,,",354-1 장안현대홈타운 121동 20층 2003호",Apartment,2003-12-13 00:00:00,21,20,,N,장한로18길,82.0,14.0,2017-09-15 00:00:00,배당,37.5698432,127.07456880000001,4.222346
14,임의,일반,11.3837104,리파인감정,2014-04-14 00:00:00,2,1,15487.3,78.55,78.55,168.42,168.42,13.6,10.88,2014-12-09 00:00:00,2016-04-05 00:00:00,낙찰,안양남부(새),서울,강남구,개포동,,N,12.0,2.0,엘지개포자이 101동 5층 502호,Apartment,2004-08-05 00:00:00,22,5,,N,개포로109길,69.0,,1111-11-11 00:00:00,    ,37.4962966,127.076623,12.0721
337,임의,일반,0.40764556,바른감정,2017-04-07 00:00:00,1,0,9396.9,33.54,33.54,84.89,84.89,4.45,4.45,2017-12-21 00:00:00,2017-12-21 00:00:00,낙찰,우리은행,서울,동작구,상도동,,N,411.0,,",-1,-3 대림 101동 13층 1303호",Apartment,1995-12-30 00:00:00,15,13,,N,상도로60길,20.0,,2018-03-15 00:00:00,배당,37.493109600000004,126.95354820000001,5.03
434,임의,개별,12.0,시현감정,2015-09-07 00:00:00,1,0,2922.6,43.5,43.5,81.55,81.55,4.11,4.11,2016-06-20 00:00:00,2016-06-20 00:00:00,낙찰,Private,서울,성동구,용답동,,N,252.0,,덕현해밀 3층 307호,Apartment,2014-07-30 00:00:00,10,3,,N,용답29길,29.0,,2016-10-21 00:00:00,배당,37.56464550000001,127.0531767,4.2511
1287,임의,일반,1.03709259,터감정,2014-10-23 00:00:00,1,0,102733.3,45.4,45.4,49.94,49.94,2.05,2.05,2015-03-16 00:00:00,2016-04-11 00:00:00,낙찰,NH저축은행,서울,노원구,상계동,,N,626.0,,상계주공 1405동 8층 814호,Apartment,1989-05-18 00:00:00,15,8,,N,동일로228길,23.0,,2016-05-19 00:00:00,배당,37.6680035,127.05844509999999,2.360411
1289,임의,일반,1.64561049,강진감정,2015-01-17 00:00:00,2,1,13458.0,50.21,50.21,84.99,84.99,3.24,2.592,2015-05-18 00:00:00,2016-05-16 00:00:00,낙찰,오케이저축은행,서울,노원구,중계동,,N,49.0,,현대그린 212동 4층 410호,Apartment,1999-01-18 00:00:00,9,4,,N,중계로8길,39.0,,2016-08-09 00:00:00,배당,37.64696370000001,127.0845446,3.312346
